poi_id,latitude,longitude,raw_visit_counts
c415f93a-93f9-4a78-9e71-510509a0cfe6,40.457394,-86.96154,58
8d3faee7-ff89-4193-a644-ca0e672550e7,40.466861,-86.960049,64
eae6fd9e-ef4e-4264-bde5-c80ed9421725,40.457041,-86.932839,489
8394b444-cb31-4fcd-9f29-702ec4abe358,40.387196,-86.906247,79
40832d0b-ff34-4650-807f-f7cb32fb5ca6,40.386333,-86.901083,746
dbd4f82b-9dcd-4c3e-9860-2adac6a57a45,40.380823,-86.875173,82
d256f52e-8fd1-43e8-baf9-61de7a6c45e9,40.257871,-86.904487,101
dc7ba849-b6f9-489a-b1a2-feaa3399e8bf,40.431238,-86.870247,117
23414628-f70a-4805-b4be-a9136ee1e50c,40.394435,-86.880394,138
5ea3b556-36d3-4cda-8a65-79b5aaa7bfd3,40.423409,-86.908162,56
b378501b-625d-442e-9373-18b1bb52fef1,40.373679,-86.77732,123
3bb04ee2-8ce4-44a4-b794-6e71605feab8,40.413167,-86.827528,1652
7d5c8eb8-965a-4ae2-b93d-a9c0ec68d070,40.397136,-86.869438,56
1004e614-b351-4f00-a66e-7cd609a60f93,40.397474,-86.869331,258
bcfba1b1-431c-4f72-beca-530e46403ab2,40.413989,-86.875481,59
e36ae8e4-79d9-4fbb-8ecd-c2d61df57d02,40.34701,-87.04365,66
2a0b6fe6-3efb-4403-8379-40b8107be95b,40.41924,-86.837767,135
48c895b6-48c7-460d-ab8b-0f0a3593bb27,40.413095,-86.841414,79
90585b48-653d-49d6-bfed-cc1a4f23852f,40.413621,-86.837635,1148
2fdd4910-4582-45a2-adbc-0766838768e3,40.388175,-86.845138,121
6773d632-7bd1-445f-8c9d-5924bcb866fa,40.36622,-86.874716,273
537eb5b4-6969-4420-8f7d-36b11cd93ccf,40.413719,-86.860139,71
fadcbaf7-76ec-4acb-8007-40ab1a817e4b,40.414726,-86.841703,57
dfbe7f80-a9f0-44df-b801-c72e867c2184,40.418759,-86.883556,67
44df2e7d-4462-4bef-bf0a-5b5da469c261,40.400425,-86.853561,66
b209226a-38ae-47a8-bf5b-96175cb1cbe4,40.421024,-86.856574,116
2c20348b-f967-4077-b1d9-6a6bf441e9e4,40.36837,-86.857745,75
59af9ee2-9e4e-446a-85a2-fe130095f5b9,40.415269,-86.918056,178
91b0a0b9-e368-48d5-b614-3c763195cc92,40.451908,-86.919776,79
0f6039a7-afbc-4ba8-b185-9563ba617888,40.454049,-86.908053,91
d7165877-7d9c-404b-8ddb-81c57e67c0f8,40.410816,-86.837908,72
5d2da982-6dc3-4f9f-ad92-4b30b7b7261e,40.392104,-86.855256,90
7772be32-9ac6-4859-bd58-a0e00051729d,40.367912,-86.862047,84
62927f01-c4ba-411b-a014-e1ee2a917074,40.387502,-86.903051,108
c02a96e8-67dc-4cb8-8d77-16291021b24a,40.400579,-86.853095,140
ec1c2fc6-f20a-4b02-8679-2e49a274dff3,40.41832,-86.890274,80
702795a1-c23a-4ef9-bf47-bdeebb560b1d,40.247415,-86.724728,87
aa3f6e57-8705-4826-acc7-2e8a6c5fa408,40.418859,-86.854042,123
0349a3fa-260d-40f6-a0f6-564a74bc3e7b,40.423915,-86.852468,66
efd4f636-5c91-4f60-8100-cf5752ca8036,40.423711,-86.911027,93
772cdce1-5cc3-4030-ab11-228c4f642538,40.398041,-86.874062,55
43aa8d41-4204-420f-9fba-a4e9ffec7edb,40.360036,-86.874757,68
5ac428e0-4a62-4445-ba21-8eab969cd233,40.393221,-86.876089,65
9a45b3a9-6e77-4279-b686-cc8eb9d3a290,40.364729,-86.861044,78
9486b520-6020-4e7a-8486-8f19644dbd65,40.387225,-86.906133,119
36ab413a-6e14-4182-b65d-cbe256ed8dde,40.386799,-86.901953,1080
c238a88c-ebc6-4c59-8840-6f0730127861,40.394635,-86.880767,138
746e9441-6ccf-4b49-8113-b7c90372f999,40.423176,-86.908075,204
41093334-0805-4f4f-bc11-ee24a42fc637,40.414013,-86.827149,1784
363addbf-4240-4b30-b74f-e28d10c737ec,40.397465,-86.869392,853
58219146-d371-403d-990b-b2d326aa387c,40.425357,-86.929475,171
a7d304ec-e99e-4b7d-9a59-f60419c07401,40.454904,-86.917329,1037
82b8752a-e0a2-4cac-ac86-ccb4ff7bbcb0,40.420046,-86.855974,442
d27e119b-4c3d-40d4-91eb-716d66951df4,40.398643,-86.85203,429
b9e2a6b8-a21f-464e-aa6d-d9e8f1e21456,40.38904,-86.844881,1005
6face3b1-ebca-4609-8a93-2235f3c3642f,40.391556,-86.850715,345
69288fb3-9c48-44ee-a0f4-e7ac8270ec74,40.392454,-86.849773,1108
16a0e628-0ff3-4368-a7a5-fddd6a73f05d,40.389708,-86.908785,70
9b5672c0-3dea-447f-b015-f0430bb21dcc,40.351154,-86.903351,68
cb486764-ee0d-41b5-bd2d-c91297fb3c4e,40.499143,-86.914233,59
2c3178a7-172e-4b81-9dd0-28cd29ad082f,40.465922,-86.961093,63
64718871-4f75-4842-8b04-7f2e9dfd5e5f,40.388834,-86.90245,102
1e493153-101f-466b-8372-9325ab688f91,40.393271,-86.887403,84
be45d7a0-5827-4489-a4de-fd4a027820ac,40.433806,-86.875823,60
47a4429a-01dd-459c-9c33-0baec793cb63,40.419034,-86.798654,147
c7d89890-ce98-44ec-be7b-4554e8b5b2ac,40.421644,-86.843652,100
55ef29c0-bef9-4848-97da-78d5d85a9a7a,40.429448,-86.921226,92
322265e6-5192-435d-b982-e25f5c1310f6,40.423823,-86.924163,368
8811addf-eb3f-43fc-ad6e-5c807350a100,40.422921,-86.923442,86
60194263-34b1-4abe-9759-f3fb9ed25a03,40.427368,-86.88133,121
07e2a8b7-7111-4d59-a6b8-958bb290096d,40.425267,-86.881679,76
9fc26d73-ff23-4f71-8ed7-ab00bddeb62b,40.366175,-86.863787,58
4e2d6961-1275-4e5c-8b80-9302264b3aae,40.381973,-86.905545,68
ddf3ddec-9c84-4bc4-8664-bd81de5218b0,40.432605,-86.866926,164
eda91f4f-e83b-43dd-afae-a7697d8e20ac,40.404541,-86.829813,75
a58b6717-6c64-4b82-811a-2bb5bc02ddd7,40.452281,-86.90903,92
b1d2008b-cdd9-49ad-b8f6-76bc06acfe49,40.419411,-86.867196,88
886f7ed1-0ce4-4544-bdd1-1b32018a5d47,40.393952,-86.835192,174
449ecc67-5f90-4388-a962-9810f45783f1,40.397133,-86.837196,58
28209fd5-24e7-4839-8b1a-db6e783200ec,40.396977,-86.837845,85
9c6828ac-23df-43ff-aad8-4f973ec19588,40.428739,-86.878275,83
9565218d-f142-42e8-9215-f56efe05725d,40.381816,-86.887358,63
a9ddf6fa-2907-4f9f-ae27-120ba64e42ad,40.420417,-86.870264,90
2711b597-1734-47cd-8ced-a83a3a6dcec5,40.404659,-86.833133,77
656ffe6a-e502-4bed-a84a-aa3a18c727ce,40.398307,-86.839637,112
a5382aaf-57d6-427c-9501-42a43ab139cb,40.450978,-86.879203,61
4652dfc6-d48a-439c-8ca6-0c27377a4f7f,40.401087,-86.807456,897
4f06d88c-7deb-437a-b49f-917919f933cd,40.406712,-86.82753,67
bf79d0f1-c113-452b-995a-76929ffd17d0,40.471358,-86.890982,170
97d29157-418d-478c-ae1c-c5fc969c8a5c,40.428749,-86.881672,78
a7edb685-a173-43dc-b0ab-b5ee890a50e6,40.459787,-86.919292,67
2982cdb0-5937-4281-b48d-4235655583cd,40.458167,-86.917407,123
9ed1ab0a-cb3e-4882-a308-dadf48932060,40.424052,-86.874934,107
80f94649-e47e-4a98-95f9-0e03e378d0d8,40.386293,-86.838213,276
2f92afde-5375-479b-9822-497e9319b14a,40.417663,-86.888375,58
9f6eb590-1eb9-4b42-9c9c-05f5d38991fa,40.388964,-86.902603,59
a650cb2f-bbed-4494-82d2-f1aa43777b41,40.396415,-86.842891,71
330dcb2b-cd6d-4127-9c4f-5aec370423a4,40.433765,-86.916116,100
bcc58210-b40e-4171-83d0-49a7c0cba7d3,40.436225,-86.918941,118
12643e5f-404b-484b-b44d-e225efb702be,40.414666,-86.894837,68
a82845ac-4696-461c-ac26-790d6fdbb5f5,40.417967,-86.893231,138
5b210511-d931-41d3-b6d4-add8d2ef3879,40.419468,-86.893419,56
9facc33b-af52-41c0-8a5a-e3dbe8661fcd,40.418957,-86.892693,88
831e9b30-fd58-4c5a-8894-09898259b912,40.419172,-86.915199,306
1f134aca-6857-40cb-bcd1-e7e871d26a3b,40.42254,-86.913142,88
a954fdae-f487-449c-8cc6-bb6c31bd3580,40.409914,-86.870698,73
c905ac00-a4f7-4e2a-88f8-861f82fd984c,40.422587,-86.904787,110
2aeb6970-c752-44ed-b0e8-49f1378f3017,40.424834,-86.913276,88
9c916aa4-a90a-4339-bde0-87199421747b,40.451996,-86.913815,222
aa87c5ae-8eac-45b1-9618-4e57196f1a47,40.45224,-86.917168,116
8698799a-a967-48d2-8a36-b5f9c231ae75,40.425158,-86.922187,134
c2d7d2b5-13cc-4c43-9fb9-03f81327214b,40.463711,-86.933328,58
c0c53681-dcee-4f2f-b2d8-e66329267372,40.415386,-86.869646,97
b8cf385a-dba1-46b6-b85e-9d9505bb5520,40.428827,-86.913465,90
bd0a6d0b-472c-4d87-a818-159ae3aeaceb,40.425721,-86.91162,128
6050296e-b078-4b56-ba01-e80a451f10e6,40.430083,-86.915319,162
10fa03ce-be71-48ea-a081-1e38909c8966,40.426171,-86.898419,55
dd9d72cc-5c1b-41f0-9571-8dfc3fceae3d,40.441727,-86.904874,66
3ef19e80-0d92-4671-9952-98f9e45338e9,40.431251,-86.849532,94
fd2bc924-6f5f-411a-8576-9d1fa68f7a73,40.404931,-86.845433,62
57f4092c-8562-4269-a4ad-057a489a87fd,40.499894,-86.899968,96
46d301ab-657d-4849-9fcf-771090ea93c4,40.400357,-86.888724,64
20d233c4-bec4-4594-ad61-c8e0559307b4,40.434323,-86.930126,78
098e360b-861a-4dd1-a2a4-29aba7d89aeb,40.366538,-86.871979,79
c945d3b2-5e4f-49a7-8568-9fb95efb6022,40.360063,-86.887878,58
9da407f6-fcfa-4de8-b18b-5687f033671d,40.468759,-86.944447,68
f54e9f00-e386-4ea0-8e00-f99db0214a44,40.419383,-86.894611,103
6f465728-1ea7-4aec-b312-f089fe5e1a16,40.423466,-86.902118,61
74ff509c-29d1-44ba-969a-a965be1e6a67,40.451905,-86.909866,72
2f93ba0b-1d9f-4acb-8c0e-f373de046294,40.447105,-86.921572,58
f610c701-6632-423e-81ba-d826e50d77fe,40.466007,-86.930134,87
50ba7d13-cc87-463b-90ff-9f492b7776a7,40.455263,-86.916725,66
36524226-e934-4512-adc2-2c32134f1f46,40.424489,-86.857643,97
9c7b56ae-a395-438f-a9fe-4228fd2fc081,40.413683,-86.83625,63
9cb0b579-c14d-4ff5-aa25-23498d92edb4,40.410885,-86.835446,85
597f1743-c050-4807-a714-8faa4fc73369,40.396461,-86.853785,76
9ab29f55-dc45-4ec6-99e6-1e06b8394f16,40.424818,-86.911349,91
feb97e54-f336-4440-9ea0-0b29ef024142,40.36553,-86.8621,55
e7f2f585-4054-44fc-ae20-2f1f7037530a,40.458601,-86.940568,61
eeb82a54-924e-481c-b099-a2ebdd9b6f57,40.432983,-86.872629,55
f5ec1b71-13fb-4bf1-bd5e-9384b2467383,40.393536,-86.832565,253
ad9e33fe-352e-43a5-a876-ef84c6e73321,40.42006,-86.820469,100
b60e494f-bc85-44e2-820a-7e46f6424fe2,40.419739,-86.819608,71
54820eb0-b90b-4882-83bd-26f50a188fe5,40.416761,-86.818313,83
da8ca697-b1ad-435c-b48c-76a56570c3c4,40.418639,-86.816772,58
48973d1f-864f-4102-9b68-a18be7910799,40.420398,-86.819053,71
472e18d0-abe5-4c3e-9fd6-a068c22cb7a3,40.417048,-86.83039,71
3609d793-b432-45f2-98e6-559ebdf84d3e,40.419309,-86.835137,84
ab1a07ad-1beb-4eab-a337-57a5f8a14bfc,40.425546,-86.890456,69
a933e28a-f48e-453c-9f75-364f24dd132f,40.42458,-86.883024,199
b8701c11-6b91-4c07-96a1-0c8e399cf73d,40.424688,-86.911016,99
2ca6b079-e029-457b-b5c0-4d141d231a06,40.368325,-86.875207,81
f5450ff6-3140-4949-8f4a-78b951b354fa,40.367539,-86.867597,74
3abc4fa9-c9c5-4996-a591-d4198eac4fa0,40.367678,-86.869806,80
f7aeabdd-2760-4847-839a-55a84e939490,40.418062,-86.891687,71
a07a6a05-f2f0-48c6-aef7-ceea7e228d6b,40.424897,-86.885981,85
5bbd86f8-d95e-4257-a368-9c4759831aba,40.430136,-86.882543,68
26ad54fb-538e-4c5c-8eca-05fb3db11997,40.433455,-86.869519,102
6f4402d5-a96c-4e0c-8c26-7af47e954b39,40.438041,-86.862376,57
7ba342c6-491b-4100-9c5e-0b0721e076c3,40.41521,-86.872891,61
dc80cc3f-e855-44e9-ab5f-4a0f13a4d314,40.416947,-86.828449,115
5dd7dfe4-e58e-44ad-bfd7-d128ddc8daf7,40.416915,-86.826308,56
3cec32e9-34fa-407c-b234-8eee21d523cf,40.416944,-86.81105,86
bf66b89b-524e-4e77-a83e-137f7a4cccc6,40.422858,-86.905387,58
1d8f8503-45cd-48b8-9118-d2fa5ca677e8,40.367613,-86.8565,107
eb79ad5c-1796-46ab-b71d-d7cdb90e204b,40.426984,-86.919631,102
638462ec-868a-4ea2-80e2-ac6b0fcc6a72,40.426673,-86.922799,204
8c86ff9b-aba9-4675-8da6-a32382e85fe6,40.401188,-86.857823,67
237c7c45-5fde-4ab0-a78d-0c58db809ed9,40.454447,-86.918461,64
5cde996a-bcd2-4fda-8e68-68bca510b0a2,40.416982,-86.853584,87
770a2c32-b5ac-475a-88d6-9850f0bd3a5c,40.421057,-86.840155,232
524d982d-43a5-486b-b96a-945057400781,40.414534,-86.83951,56
1bc97774-51f6-41a9-9aed-b6449e513683,40.391399,-86.852526,97
8bc0256f-dd83-49f9-a162-d6af97df6d59,40.387856,-86.838893,65
99e71afa-abfe-4442-9f83-dc44a482a9d1,40.394394,-86.849531,74
4e8cad28-6981-454e-b560-13548f66404c,40.36753,-86.862452,69
9555e15e-9f75-4d4d-a763-877d196f64a2,40.367663,-86.863331,351
572fea2a-63ff-4f8a-9b10-7df745a36c99,40.367919,-86.86113,72
ec1f0978-dd2d-4cd0-9dfd-a8745091799d,40.367554,-86.871792,92
d0258032-abc8-4247-8615-254f37f16040,40.366608,-86.860754,76
884d5280-b2fa-4933-9367-771f3e33cf07,40.366631,-86.861726,64
dbc8d092-b38a-434c-983a-b7406fbbfb91,40.387576,-86.90515,252
df4c1318-366d-4eae-8d84-40bf33abbc71,40.386584,-86.904128,109
a234fadd-ee7d-48dd-9a98-9490cf53d287,40.432434,-86.869306,72
2caac75d-6d9f-46dd-9253-2c533be27724,40.431747,-86.872069,78
eeda143f-9f9a-4c7e-b5b9-071a4b9cfae0,40.422516,-86.905818,56
bd4bee06-8082-49c9-8f7b-16501f0f90c7,40.416851,-86.816059,87
b3c5261e-900b-4cf2-af19-cad80f1f39cb,40.41449,-86.815344,72
d688ca9d-91bb-4874-8708-d0b9af79d7f5,40.41556,-86.815182,79
3b81814e-39bd-4bcb-9d3d-6791089d42e9,40.424574,-86.929517,103
68f858b0-37d1-4191-a906-ef5d0f5c6056,40.395947,-86.868828,95
074f3742-d5bb-4788-9fb3-949626578017,40.396363,-86.867293,175
afcc38cc-9cba-4906-a9d4-f1e214a3910d,40.425096,-86.908217,90
334d97bb-44c9-49a4-82cf-97b159908bde,40.431055,-86.913175,99
c8dc9fe8-e42d-4a0e-97de-e491007ca3c5,40.427271,-86.913276,78
aece6b71-1720-426c-bf31-07f5d479f81a,40.452866,-86.914841,66
fe190b44-532c-4f05-bd5e-64a819f37987,40.452555,-86.912613,113
8a6abacf-51f3-46d8-891e-2381d21d5b96,40.452821,-86.917651,282
004e8d59-b91b-488a-b051-ed2769d8e8e3,40.45286,-86.918147,116
19c2643b-1b3f-48d0-802f-57a0d4ff2231,40.452964,-86.921304,77
9db46d0d-7f30-4616-935a-866375da4863,40.41816,-86.827771,90
75f33c46-c460-4046-ba90-9c32551deda8,40.418136,-86.828595,137
1043c22b-1db1-46b0-88f6-ca5d556e669f,40.418259,-86.826373,329
10a91940-f2c2-4feb-bbd7-614f30b65504,40.418484,-86.829541,64
cd68402f-0f3e-4033-a5a5-8080d5b3e3e4,40.424595,-86.929468,119
0786f05c-fa14-4495-9c18-276899804701,40.455344,-86.917601,161
f37fc271-0e61-44f8-b6eb-ce717e377477,40.453803,-86.917081,70
0c88ed56-4006-4035-95f6-b52c2bf9c660,40.418124,-86.85265,80
9a272488-c9e3-42cc-ab8e-cd359504e3ba,40.418225,-86.839532,690
44e6e91b-efbf-4616-b635-da4d462464da,40.411314,-86.857493,235
598c2ddd-1ac3-4cf7-b3eb-c9363f54704f,40.415266,-86.839526,440
ddec6972-85fd-478c-9dda-8554d845860f,40.417088,-86.837376,86
91fd44e1-52f3-4cbc-a747-560b350027db,40.417054,-86.836766,75
c9986258-e757-441c-aca5-996512d56ef2,40.422206,-86.858909,212
2177541b-070b-4dc2-b5f5-facb4fe3fc1a,40.417917,-86.858575,72
2ae42d8b-bc68-4c80-8d5a-60065b4b9130,40.387475,-86.836963,85
7402521e-fe45-4ddb-9226-3132db098b23,40.393655,-86.848421,137
14fd30ac-aa90-4b07-943d-97b6acdc4d5f,40.394777,-86.855151,82
b8ae5134-915e-4a45-ba4e-373cf8fb3b46,40.394033,-86.85465,219
99b29e01-d9d8-493f-9168-6da5685bc953,40.39861,-86.836973,94
1fc84293-7e47-4b47-8b70-b993ba6887c6,40.503575,-86.869134,196
a19a3258-003f-439d-9f47-ecac9dd45a58,40.36767,-86.874473,131
3145ed96-5bba-415d-8de0-8f9eea81dfa1,40.367619,-86.864415,140
f05e2ea3-e05d-43b3-b553-507c600102ed,40.467976,-86.957357,248
a70df174-7430-4521-b321-26efbd0af2be,40.467834,-86.959246,227
e12783e9-96d5-4913-96a1-6fa58ac01a4e,40.427941,-86.882444,60
b9d01a56-646e-4c5b-89a1-8ae732e47576,40.390917,-86.858223,143
4c9d80ec-8e2b-44fa-bd4a-6235736e6a63,40.417025,-86.813067,187
42a4b966-c0b8-478a-9beb-21f52516d8d2,40.418012,-86.816195,226
62d18503-0b46-464c-9d6c-0c9d9816cd96,40.412321,-86.810663,128
694c497c-6c53-483a-b5be-87cffb2904bc,40.429386,-86.912628,65
9a5b8715-6dad-40c7-82f7-5cd36f5f138f,40.430908,-86.915637,115
8189a6ca-865c-4998-a146-525344719307,40.452933,-86.915317,78
0288404a-59a0-44ae-a4f3-0b1f8cf4d340,40.427608,-86.920585,76
9e00fe2b-bc53-4a61-8fe6-a2e0297d8181,40.455253,-86.917172,147
c62abfd3-7761-43cc-bfe5-a07b168c9993,40.41484,-86.839537,88
5fc8c2b5-c2e1-43d1-9a06-d08f9d057087,40.397008,-86.855956,60
5e84b276-e46a-4120-b5e8-f42fad420ed4,40.413776,-86.859283,78
fd252dce-2a1e-4ba8-adac-e7080c4e1c5a,40.407539,-86.860554,62
edca1b17-35b8-491c-8c50-c15f78e11f2a,40.376259,-86.874699,62
cb02c0c3-91d2-4b81-bff3-e7dccad9c671,40.425523,-86.907267,63
88d52bf5-1c65-4ce8-af04-85a93698dae1,40.416305,-86.8141,110
b1b1faa1-2a4c-4593-adb5-8f66dc6666dc,40.426993,-86.883894,57
5a2b010d-5178-428c-9d4e-4a70d2098d3b,40.393864,-86.873084,85
e8839d80-3493-43cc-ad77-7ad2cdbeed23,40.425611,-86.925088,268
be37de20-f406-421c-92df-2ddf691761be,40.43209,-86.919618,86
c36046f6-a405-47cb-ab62-64614e699998,40.422419,-86.92218,92
0e836955-c12d-4bb2-a38d-51d1cc8dde39,40.457613,-86.876219,69
a09953ae-81ed-4ed8-9dd5-be160e91297f,40.448386,-86.88214,121
ad279f23-a1bb-46b8-866d-eddeba8d289b,40.409574,-86.827874,61
60bbac04-f588-432d-968b-1acb1e2e1e84,40.383389,-86.886377,84
9433dae8-02a7-4409-805a-0e2ff1ebc70d,40.397547,-86.86784,103
21af50af-78a5-476d-a771-42ea1eba2104,40.418224,-86.838276,99
3663dc43-4d63-47ba-b84d-bc3ce0a87ee5,40.411262,-86.858542,73
